Date,Sentiment_Score,Category,Era,Source
1981-01-27,0.2792005872680047,Positive,Real Estate Mogul,Historical Archive
1981-02-03,0.29947552224673535,Positive,Real Estate Mogul,Historical Archive
1981-02-10,0.22409545431098699,Positive,Real Estate Mogul,Historical Archive
1981-02-17,0.35906451274237744,Positive,Real Estate Mogul,Historical Archive
1981-02-24,0.07241491912518924,Positive,Real Estate Mogul,Historical Archive
1981-03-03,0.18181206969264813,Positive,Real Estate Mogul,Historical Archive
1981-03-10,0.11838482727645705,Positive,Real Estate Mogul,Historical Archive
1981-03-17,0.09256792766620554,Positive,Real Estate Mogul,Historical Archive
1981-03-24,-0.07180060225070706,Negative,Real Estate Mogul,Historical Archive
1981-03-31,0.2394310846268888,Positive,Real Estate Mogul,Historical Archive
1981-04-07,0.07980874836618718,Positive,Real Estate Mogul,Historical Archive
1981-04-14,0.23775136648884923,Positive,Real Estate Mogul,Historical Archive
1981-04-21,0.13716162176388674,Positive,Real Estate Mogul,Historical Archive
1981-04-28,0.11248208862421835,Positive,Real Estate Mogul,Historical Archive
1981-05-05,0.18922190034193612,Positive,Real Estate Mogul,Historical Archive
1981-05-12,0.2363334202189832,Positive,Real Estate Mogul,Historical Archive
1981-05-19,0.1659265452362704,Positive,Real Estate Mogul,Historical Archive
1981-05-26,0.1406504646968764,Positive,Real Estate Mogul,Historical Archive
1981-06-02,0.08418771858102464,Positive,Real Estate Mogul,Historical Archive
1981-06-09,0.1577046347439886,Positive,Real Estate Mogul,Historical Archive
1981-06-16,0.23475094609966085,Positive,Real Estate Mogul,Historical Archive
1981-06-23,0.09979096724339494,Positive,Real Estate Mogul,Historical Archive
1981-06-30,0.03879029556445121,Neutral,Real Estate Mogul,Historical Archive
1981-07-07,0.18817877882132764,Positive,Real Estate Mogul,Historical Archive
1981-07-14,-0.11433549393634096,Negative,Real Estate Mogul,Historical Archive
1981-07-21,0.043042645959582015,Neutral,Real Estate Mogul,Historical Archive
1981-07-28,0.1612269714586764,Positive,Real Estate Mogul,Historical Archive
1981-08-04,0.3034357804461687,Positive,Real Estate Mogul,Historical Archive
1981-08-11,0.22911113535502148,Positive,Real Estate Mogul,Historical Archive
1981-08-18,0.09836121909011977,Positive,Real Estate Mogul,Historical Archive
1981-08-25,0.0038184987263244485,Neutral,Real Estate Mogul,Historical Archive
1981-09-01,0.29349067764504605,Positive,Real Estate Mogul,Historical Archive
1981-09-08,0.30627887915482355,Positive,Real Estate Mogul,Historical Archive
1981-09-15,0.0692084334668043,Positive,Real Estate Mogul,Historical Archive
1981-09-22,0.27893313520389373,Positive,Real Estate Mogul,Historical Archive
1981-09-29,0.2684600689508886,Positive,Real Estate Mogul,Historical Archive
1981-10-06,0.33598729202117084,Positive,Real Estate Mogul,Historical Archive
1981-10-13,0.12303099431258321,Positive,Real Estate Mogul,Historical Archive
1981-10-20,0.27019251774114683,Positive,Real Estate Mogul,Historical Archive
1981-10-27,0.3696737711488486,Positive,Real Estate Mogul,Historical Archive
1981-11-03,0.16471199379411816,Positive,Real Estate Mogul,Historical Archive
1981-11-10,0.14157538442577133,Positive,Real Estate Mogul,Historical Archive
1981-11-17,0.3156852490452013,Positive,Real Estate Mogul,Historical Archive
1981-11-24,0.2041564969656061,Positive,Real Estate Mogul,Historical Archive
1981-12-01,0.1963992311604094,Positive,Real Estate Mogul,Historical Archive
1981-12-08,0.13963219307238248,Positive,Real Estate Mogul,Historical Archive
1981-12-15,0.2299049483146062,Positive,Real Estate Mogul,Historical Archive
1981-12-22,0.2235943165840133,Positive,Real Estate Mogul,Historical Archive
1981-12-29,0.3745406927868217,Positive,Real Estate Mogul,Historical Archive
1982-01-05,0.19051701246344657,Positive,Real Estate Mogul,Historical Archive
1982-01-12,0.2506324681070036,Positive,Real Estate Mogul,Historical Archive
1982-01-19,0.3313487618235678,Positive,Real Estate Mogul,Historical Archive
1982-01-26,0.1082031179907736,Positive,Real Estate Mogul,Historical Archive
1982-02-02,0.2269218063909471,Positive,Real Estate Mogul,Historical Archive
1982-02-09,0.03699290402241989,Neutral,Real Estate Mogul,Historical Archive
1982-02-16,0.03092005338060283,Neutral,Real Estate Mogul,Historical Archive
1982-02-23,0.17866891265162077,Positive,Real Estate Mogul,Historical Archive
1982-03-02,0.16247661521560125,Positive,Real Estate Mogul,Historical Archive
1982-03-09,0.14317892016994185,Positive,Real Estate Mogul,Historical Archive
1982-03-16,0.32341085467132,Positive,Real Estate Mogul,Historical Archive
1982-03-23,0.23361090497402265,Positive,Real Estate Mogul,Historical Archive
1982-03-30,0.20052383591366943,Positive,Real Estate Mogul,Historical Archive
1982-04-06,0.14144116550987942,Positive,Real Estate Mogul,Historical Archive
1982-04-13,0.19784159448759037,Positive,Real Estate Mogul,Historical Archive
1982-04-20,0.2710319143849252,Positive,Real Estate Mogul,Historical Archive
1982-04-27,0.07377014851894684,Positive,Real Estate Mogul,Historical Archive
1982-05-04,0.1805926269851665,Positive,Real Estate Mogul,Historical Archive
1982-05-11,0.11225200104907515,Positive,Real Estate Mogul,Historical Archive
1982-05-18,0.2046215349187599,Positive,Real Estate Mogul,Historical Archive
1982-05-25,0.13157743855446738,Positive,Real Estate Mogul,Historical Archive
1982-06-01,0.22383328085017937,Positive,Real Estate Mogul,Historical Archive
1982-06-08,0.18787874704067056,Positive,Real Estate Mogul,Historical Archive
1982-06-15,0.09463163735190949,Positive,Real Estate Mogul,Historical Archive
1982-06-22,0.30266975954183517,Positive,Real Estate Mogul,Historical Archive
1982-06-29,0.0660015339433215,Positive,Real Estate Mogul,Historical Archive
1982-07-06,0.023393458360621955,Neutral,Real Estate Mogul,Historical Archive
1982-07-13,-0.11933464858740434,Negative,Real Estate Mogul,Historical Archive
1982-07-20,-0.04659586515382769,Neutral,Real Estate Mogul,Historical Archive
1982-07-27,0.28350767109638364,Positive,Real Estate Mogul,Historical Archive
1982-08-03,0.22363673144392687,Positive,Real Estate Mogul,Historical Archive
1982-08-10,0.21228053386592222,Positive,Real Estate Mogul,Historical Archive
1982-08-17,0.2553446689240113,Positive,Real Estate Mogul,Historical Archive
1982-08-24,0.07668256306308861,Positive,Real Estate Mogul,Historical Archive
1982-08-31,0.19026545448209442,Positive,Real Estate Mogul,Historical Archive
1982-09-07,0.21690045460124838,Positive,Real Estate Mogul,Historical Archive
1982-09-14,0.341536319147323,Positive,Real Estate Mogul,Historical Archive
1982-09-21,0.2911821136191036,Positive,Real Estate Mogul,Historical Archive
1982-09-28,0.060321577994943504,Positive,Real Estate Mogul,Historical Archive
1982-10-05,0.23232293927111466,Positive,Real Estate Mogul,Historical Archive
1982-10-12,0.0007733781012947416,Neutral,Real Estate Mogul,Historical Archive
1982-10-19,0.17835063238711743,Positive,Real Estate Mogul,Historical Archive
1982-10-26,0.05121935639231176,Positive,Real Estate Mogul,Historical Archive
1982-11-02,0.23636741052907018,Positive,Real Estate Mogul,Historical Archive
1982-11-09,0.21993352431684182,Positive,Real Estate Mogul,Historical Archive
1982-11-16,0.25524794353001956,Positive,Real Estate Mogul,Historical Archive
1982-11-23,0.08577783385652085,Positive,Real Estate Mogul,Historical Archive
1982-11-30,0.1117246465439041,Positive,Real Estate Mogul,Historical Archive
1982-12-07,0.1182753327368653,Positive,Real Estate Mogul,Historical Archive
1982-12-14,0.20847653168839755,Positive,Real Estate Mogul,Historical Archive
1982-12-21,0.3400942515716858,Positive,Real Estate Mogul,Historical Archive
1982-12-28,0.1626511524190716,Positive,Real Estate Mogul,Historical Archive
1983-01-04,0.11782646476839738,Positive,Real Estate Mogul,Historical Archive
1983-01-11,0.2135092325070108,Positive,Real Estate Mogul,Historical Archive
1983-01-18,0.2089978160594661,Positive,Real Estate Mogul,Historical Archive
1983-01-25,0.19685190190049476,Positive,Real Estate Mogul,Historical Archive
1983-02-01,0.04174782878447647,Neutral,Real Estate Mogul,Historical Archive
1983-02-08,0.12208762749799804,Positive,Real Estate Mogul,Historical Archive
1983-02-15,0.10743673336112529,Positive,Real Estate Mogul,Historical Archive
1983-02-22,0.3120676147766942,Positive,Real Estate Mogul,Historical Archive
1983-03-01,0.016716786149888835,Neutral,Real Estate Mogul,Historical Archive
1983-03-08,0.1555774328967081,Positive,Real Estate Mogul,Historical Archive
1983-03-15,0.1809424758965475,Positive,Real Estate Mogul,Historical Archive
1983-03-22,0.2583250127990928,Positive,Real Estate Mogul,Historical Archive
1983-03-29,0.21702160740658025,Positive,Real Estate Mogul,Historical Archive
1983-04-05,0.11286558991223933,Positive,Real Estate Mogul,Historical Archive
1983-04-12,0.17551584966618958,Positive,Real Estate Mogul,Historical Archive
1983-04-19,0.13456755155637348,Positive,Real Estate Mogul,Historical Archive
1983-04-26,0.23317881214886654,Positive,Real Estate Mogul,Historical Archive
1983-05-03,0.3327220988210461,Positive,Real Estate Mogul,Historical Archive
1983-05-10,0.15901550857408972,Positive,Real Estate Mogul,Historical Archive
1983-05-17,0.06831013426778848,Positive,Real Estate Mogul,Historical Archive
1983-05-24,0.038261063165643955,Neutral,Real Estate Mogul,Historical Archive
1983-05-31,0.19289886021860758,Positive,Real Estate Mogul,Historical Archive
1983-06-07,0.30984521657730324,Positive,Real Estate Mogul,Historical Archive
1983-06-14,0.2557011661947943,Positive,Real Estate Mogul,Historical Archive
1983-06-21,0.3293795442058042,Positive,Real Estate Mogul,Historical Archive
1983-06-28,0.3042709791355299,Positive,Real Estate Mogul,Historical Archive
1983-07-05,0.15229753182821285,Positive,Real Estate Mogul,Historical Archive
1983-07-12,0.24978937319558064,Positive,Real Estate Mogul,Historical Archive
1983-07-19,0.034468504846675685,Neutral,Real Estate Mogul,Historical Archive
1983-07-26,0.2893265787133963,Positive,Real Estate Mogul,Historical Archive
1983-08-02,0.16965004540362036,Positive,Real Estate Mogul,Historical Archive
1983-08-09,0.05480442942682173,Positive,Real Estate Mogul,Historical Archive
1983-08-16,0.05054410650039359,Positive,Real Estate Mogul,Historical Archive
1983-08-23,0.272949558645789,Positive,Real Estate Mogul,Historical Archive
1983-08-30,0.06236378991603386,Positive,Real Estate Mogul,Historical Archive
1983-09-06,0.22676599869000313,Positive,Real Estate Mogul,Historical Archive
1983-09-13,0.05897462717074925,Positive,Real Estate Mogul,Historical Archive
1983-09-20,0.15112450918251213,Positive,Real Estate Mogul,Historical Archive
1983-09-27,0.16187762362831612,Positive,Real Estate Mogul,Historical Archive
1983-10-04,0.12329437992198715,Positive,Real Estate Mogul,Historical Archive
1983-10-11,0.13480999789548237,Positive,Real Estate Mogul,Historical Archive
1983-10-18,0.20833355620056868,Positive,Real Estate Mogul,Historical Archive
1983-10-25,0.13860228406622938,Positive,Real Estate Mogul,Historical Archive
1983-11-01,0.25359713042472654,Positive,Real Estate Mogul,Historical Archive
1983-11-08,0.2859924211420639,Positive,Real Estate Mogul,Historical Archive
1983-11-15,0.27772140630981557,Positive,Real Estate Mogul,Historical Archive
1983-11-22,0.11960321493926847,Positive,Real Estate Mogul,Historical Archive
1983-11-29,0.22009229951404605,Positive,Real Estate Mogul,Historical Archive
1983-12-06,0.21327621234984745,Positive,Real Estate Mogul,Historical Archive
1983-12-13,0.18490087231852878,Positive,Real Estate Mogul,Historical Archive
1983-12-20,0.10199917062696122,Positive,Real Estate Mogul,Historical Archive
1983-12-27,0.10257153796402764,Positive,Real Estate Mogul,Historical Archive
1984-01-03,0.21924918821150433,Positive,Real Estate Mogul,Historical Archive
1984-01-10,0.18416443634473542,Positive,Real Estate Mogul,Historical Archive
1984-01-17,0.17974959986130912,Positive,Real Estate Mogul,Historical Archive
1984-01-24,0.16287527996092951,Positive,Real Estate Mogul,Historical Archive
1984-01-31,0.23301638638978756,Positive,Real Estate Mogul,Historical Archive
1984-02-07,0.18433296869709498,Positive,Real Estate Mogul,Historical Archive
1984-02-14,0.20308957611157696,Positive,Real Estate Mogul,Historical Archive
1984-02-21,0.29691235176058284,Positive,Real Estate Mogul,Historical Archive
1984-02-28,0.437922796465781,Positive,Real Estate Mogul,Historical Archive
1984-03-06,0.26859699975259965,Positive,Real Estate Mogul,Historical Archive
1984-03-13,0.22247403761312942,Positive,Real Estate Mogul,Historical Archive
1984-03-20,0.28263316375317865,Positive,Real Estate Mogul,Historical Archive
1984-03-27,0.25671638284953446,Positive,Real Estate Mogul,Historical Archive
1984-04-03,0.3576938347407597,Positive,Real Estate Mogul,Historical Archive
1984-04-10,0.11951352105041857,Positive,Real Estate Mogul,Historical Archive
1984-04-17,0.2126295098010051,Positive,Real Estate Mogul,Historical Archive
1984-04-24,0.19299560367407143,Positive,Real Estate Mogul,Historical Archive
1984-05-01,0.2857841113125703,Positive,Real Estate Mogul,Historical Archive
1984-05-08,0.211092394721427,Positive,Real Estate Mogul,Historical Archive
1984-05-15,0.2663607519291172,Positive,Real Estate Mogul,Historical Archive
1984-05-22,0.23169680298661272,Positive,Real Estate Mogul,Historical Archive
1984-05-29,0.10492120997338474,Positive,Real Estate Mogul,Historical Archive
1984-06-05,0.11762985734676536,Positive,Real Estate Mogul,Historical Archive
1984-06-12,0.4616206978975528,Positive,Real Estate Mogul,Historical Archive
1984-06-19,0.26677086628513463,Positive,Real Estate Mogul,Historical Archive
1984-06-26,0.08640185656807915,Positive,Real Estate Mogul,Historical Archive
1984-07-03,0.4140411743826699,Positive,Real Estate Mogul,Historical Archive
1984-07-10,0.31501411908253985,Positive,Real Estate Mogul,Historical Archive
1984-07-17,0.20515313032940666,Positive,Real Estate Mogul,Historical Archive
1984-07-24,0.33307337511826796,Positive,Real Estate Mogul,Historical Archive
1984-07-31,0.2087756457538405,Positive,Real Estate Mogul,Historical Archive
1984-08-07,0.14793210092849746,Positive,Real Estate Mogul,Historical Archive
1984-08-14,0.384700469144071,Positive,Real Estate Mogul,Historical Archive
1984-08-21,0.10208966172271018,Positive,Real Estate Mogul,Historical Archive
1984-08-28,0.16389153885635896,Positive,Real Estate Mogul,Historical Archive
1984-09-04,0.26918089634622355,Positive,Real Estate Mogul,Historical Archive
1984-09-11,0.05925516516416926,Positive,Real Estate Mogul,Historical Archive
1984-09-18,0.1917109615140967,Positive,Real Estate Mogul,Historical Archive
1984-09-25,0.3708102743374502,Positive,Real Estate Mogul,Historical Archive
1984-10-02,0.19432263231531574,Positive,Real Estate Mogul,Historical Archive
1984-10-09,0.2557167698659254,Positive,Real Estate Mogul,Historical Archive
1984-10-16,0.2438930826922584,Positive,Real Estate Mogul,Historical Archive
1984-10-23,0.2467735771561365,Positive,Real Estate Mogul,Historical Archive
1984-10-30,0.1441989641186088,Positive,Real Estate Mogul,Historical Archive
1984-11-06,0.016411344111374404,Neutral,Real Estate Mogul,Historical Archive
1984-11-13,0.2604687421028731,Positive,Real Estate Mogul,Historical Archive
1984-11-20,0.3953800614305481,Positive,Real Estate Mogul,Historical Archive
1984-11-27,0.2260756294367864,Positive,Real Estate Mogul,Historical Archive
1984-12-04,0.21155654787463896,Positive,Real Estate Mogul,Historical Archive
1984-12-11,0.23249215067401086,Positive,Real Estate Mogul,Historical Archive
1984-12-18,0.04552579091001788,Neutral,Real Estate Mogul,Historical Archive
1984-12-25,0.2687612220436638,Positive,Real Estate Mogul,Historical Archive
1985-01-01,0.04958445905217829,Neutral,Real Estate Mogul,Historical Archive
1985-01-08,0.14129642206062454,Positive,Real Estate Mogul,Historical Archive
1985-01-15,0.21420688671799704,Positive,Real Estate Mogul,Historical Archive
1985-01-22,0.20728549159190165,Positive,Real Estate Mogul,Historical Archive
1985-01-29,0.27972540807513496,Positive,Real Estate Mogul,Historical Archive
1985-02-05,0.1961291063861595,Positive,Real Estate Mogul,Historical Archive
1985-02-12,0.3100366350785558,Positive,Real Estate Mogul,Historical Archive
1985-02-19,0.26594540705739866,Positive,Real Estate Mogul,Historical Archive
1985-02-26,0.18757685285535278,Positive,Real Estate Mogul,Historical Archive
1985-03-05,0.17097354050141828,Positive,Real Estate Mogul,Historical Archive
1985-03-12,0.14611756791395486,Positive,Real Estate Mogul,Historical Archive
1985-03-19,0.2929218208982478,Positive,Real Estate Mogul,Historical Archive
1985-03-26,0.08444175450845313,Positive,Real Estate Mogul,Historical Archive
1985-04-02,0.1575474793042923,Positive,Real Estate Mogul,Historical Archive
1985-04-09,0.28414911956810496,Positive,Real Estate Mogul,Historical Archive
1985-04-16,0.26012498628600805,Positive,Real Estate Mogul,Historical Archive
1985-04-23,0.13628800056737245,Positive,Real Estate Mogul,Historical Archive
1985-04-30,-0.07387223431977663,Negative,Real Estate Mogul,Historical Archive
1985-05-07,0.17940697601308417,Positive,Real Estate Mogul,Historical Archive
1985-05-14,0.07655358024018229,Positive,Real Estate Mogul,Historical Archive
1985-05-21,0.1560769257240315,Positive,Real Estate Mogul,Historical Archive
1985-05-28,0.347052687034367,Positive,Real Estate Mogul,Historical Archive
1985-06-04,0.23313677011452175,Positive,Real Estate Mogul,Historical Archive
1985-06-11,0.10736642780675815,Positive,Real Estate Mogul,Historical Archive
1985-06-18,0.10443580632184392,Positive,Real Estate Mogul,Historical Archive
1985-06-25,0.2416290265527785,Positive,Real Estate Mogul,Historical Archive
1985-07-02,0.30203567180782187,Positive,Real Estate Mogul,Historical Archive
1985-07-09,0.23057139746743788,Positive,Real Estate Mogul,Historical Archive
1985-07-16,0.2933997555977508,Positive,Real Estate Mogul,Historical Archive
1985-07-23,0.1373680637398447,Positive,Real Estate Mogul,Historical Archive
1985-07-30,0.2732522700836799,Positive,Real Estate Mogul,Historical Archive
1985-08-06,0.2008634420143968,Positive,Real Estate Mogul,Historical Archive
1985-08-13,0.48257646901430534,Positive,Real Estate Mogul,Historical Archive
1985-08-20,0.15819727560412972,Positive,Real Estate Mogul,Historical Archive
1985-08-27,0.04872808861869957,Neutral,Real Estate Mogul,Historical Archive
1985-09-03,0.2561052627933059,Positive,Real Estate Mogul,Historical Archive
1985-09-10,0.05232975130879758,Positive,Real Estate Mogul,Historical Archive
1985-09-17,0.18025165819378755,Positive,Real Estate Mogul,Historical Archive
1985-09-24,0.055372354927802375,Positive,Real Estate Mogul,Historical Archive
1985-10-01,0.3314484784643281,Positive,Real Estate Mogul,Historical Archive
1985-10-08,0.3265398872696723,Positive,Real Estate Mogul,Historical Archive
1985-10-15,0.2647456638391452,Positive,Real Estate Mogul,Historical Archive
1985-10-22,0.189216246265505,Positive,Real Estate Mogul,Historical Archive
1985-10-29,0.15500056476639806,Positive,Real Estate Mogul,Historical Archive
1985-11-05,-0.004455495687487515,Neutral,Real Estate Mogul,Historical Archive
1985-11-12,0.33560801016583863,Positive,Real Estate Mogul,Historical Archive
1985-11-19,0.03682266397422032,Neutral,Real Estate Mogul,Historical Archive
1985-11-26,0.304646237609052,Positive,Real Estate Mogul,Historical Archive
1985-12-03,0.25352286485114,Positive,Real Estate Mogul,Historical Archive
1985-12-10,0.28894963659756606,Positive,Real Estate Mogul,Historical Archive
1985-12-17,0.01669418744023854,Neutral,Real Estate Mogul,Historical Archive
1985-12-24,0.4646851624007526,Positive,Real Estate Mogul,Historical Archive
1985-12-31,0.3282793998343707,Positive,Real Estate Mogul,Historical Archive
1986-01-07,0.10614359742731151,Positive,Real Estate Mogul,Historical Archive
1986-01-14,0.10068401361665955,Positive,Real Estate Mogul,Historical Archive
1986-01-21,0.38443344807888535,Positive,Real Estate Mogul,Historical Archive
1986-01-28,0.17998860135958022,Positive,Real Estate Mogul,Historical Archive
1986-02-04,0.1558579890483027,Positive,Real Estate Mogul,Historical Archive
1986-02-11,0.28075361242870345,Positive,Real Estate Mogul,Historical Archive
1986-02-18,-0.009204155001270475,Neutral,Real Estate Mogul,Historical Archive
1986-02-25,0.25015483949342987,Positive,Real Estate Mogul,Historical Archive
1986-03-04,-0.01814858757488963,Neutral,Real Estate Mogul,Historical Archive
1986-03-11,0.18543815390060558,Positive,Real Estate Mogul,Historical Archive
1986-03-18,0.18871168413321823,Positive,Real Estate Mogul,Historical Archive
1986-03-25,0.3123799869171414,Positive,Real Estate Mogul,Historical Archive
1986-04-01,0.12481249170368704,Positive,Real Estate Mogul,Historical Archive
1986-04-08,0.3849209776299173,Positive,Real Estate Mogul,Historical Archive
1986-04-15,0.30377901464407603,Positive,Real Estate Mogul,Historical Archive
1986-04-22,0.11973462710378531,Positive,Real Estate Mogul,Historical Archive
1986-04-29,0.17667934019333678,Positive,Real Estate Mogul,Historical Archive
1986-05-06,0.20470149964613932,Positive,Real Estate Mogul,Historical Archive
1986-05-13,0.15643209254652152,Positive,Real Estate Mogul,Historical Archive
1986-05-20,0.13825446666591143,Positive,Real Estate Mogul,Historical Archive
1986-05-27,0.14720217700757832,Positive,Real Estate Mogul,Historical Archive
1986-06-03,0.1196649986253992,Positive,Real Estate Mogul,Historical Archive
1986-06-10,0.2619081419707154,Positive,Real Estate Mogul,Historical Archive
1986-06-17,0.1457705000355642,Positive,Real Estate Mogul,Historical Archive
1986-06-24,0.05373938533597353,Positive,Real Estate Mogul,Historical Archive
1986-07-01,0.15722765109187975,Positive,Real Estate Mogul,Historical Archive
1986-07-08,0.176327648976843,Positive,Real Estate Mogul,Historical Archive
1986-07-15,0.2857770300587754,Positive,Real Estate Mogul,Historical Archive
1986-07-22,0.15717175370448327,Positive,Real Estate Mogul,Historical Archive
1986-07-29,0.2861111421697038,Positive,Real Estate Mogul,Historical Archive
1986-08-05,0.39018331014133634,Positive,Real Estate Mogul,Historical Archive
1986-08-12,0.3199666345852253,Positive,Real Estate Mogul,Historical Archive
1986-08-19,0.16918823115091763,Positive,Real Estate Mogul,Historical Archive
1986-08-26,0.09781761388762891,Positive,Real Estate Mogul,Historical Archive
1986-09-02,0.3272546723443661,Positive,Real Estate Mogul,Historical Archive
1986-09-09,0.34471750646182464,Positive,Real Estate Mogul,Historical Archive
1986-09-16,0.0091405660099666,Neutral,Real Estate Mogul,Historical Archive
1986-09-23,0.3317679925577116,Positive,Real Estate Mogul,Historical Archive
1986-09-30,0.023669289950769057,Neutral,Real Estate Mogul,Historical Archive
1986-10-07,0.20726323499501348,Positive,Real Estate Mogul,Historical Archive
1986-10-14,0.1362589960862739,Positive,Real Estate Mogul,Historical Archive
1986-10-21,0.13041282059753712,Positive,Real Estate Mogul,Historical Archive
1986-10-28,0.18009030279875635,Positive,Real Estate Mogul,Historical Archive
1986-11-04,0.10590373908167679,Positive,Real Estate Mogul,Historical Archive
1986-11-11,0.32314637591359646,Positive,Real Estate Mogul,Historical Archive
1986-11-18,0.1486326785932115,Positive,Real Estate Mogul,Historical Archive
1986-11-25,0.2103806983546574,Positive,Real Estate Mogul,Historical Archive
1986-12-02,0.2336369737068604,Positive,Real Estate Mogul,Historical Archive
1986-12-09,0.06098702852191837,Positive,Real Estate Mogul,Historical Archive
1986-12-16,0.06633803809705219,Positive,Real Estate Mogul,Historical Archive
1986-12-23,0.12358080489272927,Positive,Real Estate Mogul,Historical Archive
1986-12-30,0.11283531132966561,Positive,Real Estate Mogul,Historical Archive
1987-01-06,0.25182109411401776,Positive,Real Estate Mogul,Historical Archive
1987-01-13,0.22872641001503924,Positive,Real Estate Mogul,Historical Archive
1987-01-20,0.16744956124727758,Positive,Real Estate Mogul,Historical Archive
1987-01-27,0.18241293340671225,Positive,Real Estate Mogul,Historical Archive
1987-02-03,0.11046353781836726,Positive,Real Estate Mogul,Historical Archive
1987-02-10,0.11224798946639417,Positive,Real Estate Mogul,Historical Archive
1987-02-17,0.29045070008005003,Positive,Real Estate Mogul,Historical Archive
1987-02-24,0.31482595550148385,Positive,Real Estate Mogul,Historical Archive
1987-03-03,0.362869786682471,Positive,Real Estate Mogul,Historical Archive
1987-03-10,0.35550131416809194,Positive,Real Estate Mogul,Historical Archive
